Country or Area,Year,Area,Month,Record Type,Reliability,Source Year,Value,Value Footnotes
Isle of Man,2016,Total,October,Data tabulated by year of registration,"Final figure, complete",2017,68,
Isle of Man,2016,Total,November,Data tabulated by year of registration,"Final figure, complete",2017,66,
Isle of Man,2016,Total,December,Data tabulated by year of registration,"Final figure, complete",2017,94,
Isle of Man,2000,Total,Total,Data tabulated by year of registration,"Final figure, complete",2000,900,
Isle of Man,2000,Total,January - March,Data tabulated by year of registration,"Final figure, complete",2000,252,
Isle of Man,2000,Total,April - June,Data tabulated by year of registration,"Final figure, complete",2000,219,
Isle of Man,2000,Total,July - September,Data tabulated by year of registration,"Final figure, complete",2000,196,
Isle of Man,2000,Total,October - December,Data tabulated by year of registration,"Final figure, complete",2000,233,
Isle of Man,1999,Total,Total,Data tabulated by year of registration,"Final figure, complete",2000,983,
Isle of Man,1999,Total,January - March,Data tabulated by year of registration,"Final figure, complete",2000,303,
Isle of Man,1999,Total,April - June,Data tabulated by year of registration,"Final figure, complete",2000,222,
Isle of Man,1999,Total,July - September,Data tabulated by year of registration,"Final figure, complete",2000,231,
Isle of Man,1999,Total,October - December,Data tabulated by year of registration,"Final figure, complete",2000,227,
Isle of Man,1995,Total,Total,Data tabulated by year of registration,"Final figure, complete",1996,976,
Isle of Man,1995,Total,January - March,Data tabulated by year of registration,"Final figure, complete",1996,229,
Isle of Man,1995,Total,April - June,Data tabulated by year of registration,"Final figure, complete",1996,230,
Isle of Man,1995,Total,July - September,Data tabulated by year of registration,"Final figure, complete",1996,244,
Isle of Man,1995,Total,October - December,Data tabulated by year of registration,"Final figure, complete",1996,273,
Isle of Man,1994,Total,Total,Data tabulated by year of registration,"Final figure, complete",1995,902,
Isle of Man,1994,Total,January - March,Data tabulated by year of registration,"Final figure, complete",1995,250,
Isle of Man,1994,Total,April - June,Data tabulated by year of registration,"Final figure, complete",1995,232,
Isle of Man,1994,Total,July - September,Data tabulated by year of registration,"Final figure, complete",1995,208,
Isle of Man,1994,Total,October - December,Data tabulated by year of registration,"Final figure, complete",1995,212,
Isle of Man,1993,Total,Total,Data tabulated by year of registration,"Final figure, complete",1994,1011,
Isle of Man,1993,Total,January - March,Data tabulated by year of registration,"Final figure, complete",1994,246,
Isle of Man,1993,Total,April - June,Data tabulated by year of registration,"Final figure, complete",1994,257,
Isle of Man,1993,Total,July - September,Data tabulated by year of registration,"Final figure, complete",1994,218,
Isle of Man,1993,Total,October - December,Data tabulated by year of registration,"Final figure, complete",1994,290,
Isle of Man,1992,Total,Total,Data tabulated by year of registration,"Final figure, complete",1993,917,
Isle of Man,1992,Total,January - March,Data tabulated by year of registration,"Final figure, complete",1993,244,
Isle of Man,1992,Total,April - June,Data tabulated by year of registration,"Final figure, complete",1993,238,
Isle of Man,1992,Total,July - September,Data tabulated by year of registration,"Final figure, complete",1993,224,
Isle of Man,1992,Total,October - December,Data tabulated by year of registration,"Final figure, complete",1993,211,
Isle of Man,1991,Total,Total,Data tabulated by year of registration,"Final figure, complete",1992,982,
Isle of Man,1991,Total,January - March,Data tabulated by year of registration,"Final figure, complete",1992,275,
Isle of Man,1991,Total,April - June,Data tabulated by year of registration,"Final figure, complete",1992,232,
Isle of Man,1991,Total,July - September,Data tabulated by year of registration,"Final figure, complete",1992,220,
Isle of Man,1991,Total,October - December,Data tabulated by year of registration,"Final figure, complete",1992,255,
Isle of Man,1988,Total,Total,Data tabulated by year of registration,"Final figure, complete",1989,991,
Isle of Man,1988,Total,January,Data tabulated by year of registration,"Final figure, complete",1989,80,
Isle of Man,1988,Total,February,Data tabulated by year of registration,"Final figure, complete",1989,97,
Isle of Man,1988,Total,March,Data tabulated by year of registration,"Final figure, complete",1989,98,
Isle of Man,1988,Total,April,Data tabulated by year of registration,"Final figure, complete",1989,88,
Isle of Man,1988,Total,May,Data tabulated by year of registration,"Final figure, complete",1989,79,
Isle of Man,1988,Total,June,Data tabulated by year of registration,"Final figure, complete",1989,94,
Isle of Man,1988,Total,July,Data tabulated by year of registration,"Final figure, complete",1989,80,
Isle of Man,1988,Total,August,Data tabulated by year of registration,"Final figure, complete",1989,68,
Isle of Man,1988,Total,September,Data tabulated by year of registration,"Final figure, complete",1989,81,
Isle of Man,1988,Total,October,Data tabulated by year of registration,"Final figure, complete",1989,72,
Isle of Man,1988,Total,November,Data tabulated by year of registration,"Final figure, complete",1989,68,
Isle of Man,1988,Total,December,Data tabulated by year of registration,"Final figure, complete",1989,86,
Isle of Man,1987,Total,Total,Data tabulated by year of registration,"Final figure, complete",1988,925,
Isle of Man,1987,Total,January,Data tabulated by year of registration,"Final figure, complete",1988,80,
Isle of Man,1987,Total,February,Data tabulated by year of registration,"Final figure, complete",1988,64,
Isle of Man,1987,Total,March,Data tabulated by year of registration,"Final figure, complete",1988,85,
Isle of Man,1987,Total,April,Data tabulated by year of registration,"Final figure, complete",1988,92,
Isle of Man,1987,Total,May,Data tabulated by year of registration,"Final figure, complete",1988,78,
Isle of Man,1987,Total,June,Data tabulated by year of registration,"Final figure, complete",1988,88,
Isle of Man,1987,Total,July,Data tabulated by year of registration,"Final figure, complete",1988,76,
Isle of Man,1987,Total,August,Data tabulated by year of registration,"Final figure, complete",1988,68,
Isle of Man,1987,Total,September,Data tabulated by year of registration,"Final figure, complete",1988,68,
Isle of Man,1987,Total,October,Data tabulated by year of registration,"Final figure, complete",1988,74,
Isle of Man,1987,Total,November,Data tabulated by year of registration,"Final figure, complete",1988,69,
Isle of Man,1987,Total,December,Data tabulated by year of registration,"Final figure, complete",1988,83,
Isle of Man,1986,Total,Total,Data tabulated by year of registration,"Final figure, complete",1987,952,
Isle of Man,1986,Total,January,Data tabulated by year of registration,"Final figure, complete",1987,91,
Isle of Man,1986,Total,February,Data tabulated by year of registration,"Final figure, complete",1987,91,
Isle of Man,1986,Total,March,Data tabulated by year of registration,"Final figure, complete",1987,107,
Isle of Man,1986,Total,April,Data tabulated by year of registration,"Final figure, complete",1987,102,
Isle of Man,1986,Total,May,Data tabulated by year of registration,"Final figure, complete",1987,81,
Isle of Man,1986,Total,June,Data tabulated by year of registration,"Final figure, complete",1987,63,
Isle of Man,1986,Total,July,Data tabulated by year of registration,"Final figure, complete",1987,77,
Isle of Man,1986,Total,August,Data tabulated by year of registration,"Final figure, complete",1987,59,
Isle of Man,1986,Total,September,Data tabulated by year of registration,"Final figure, complete",1987,80,
Isle of Man,1986,Total,October,Data tabulated by year of registration,"Final figure, complete",1987,77,
Isle of Man,1986,Total,November,Data tabulated by year of registration,"Final figure, complete",1987,65,
Isle of Man,1986,Total,December,Data tabulated by year of registration,"Final figure, complete",1987,59,
Isle of Man,1985,Total,Total,Data tabulated by year of registration,"Final figure, complete",1986,1045,
Isle of Man,1985,Total,January,Data tabulated by year of registration,"Final figure, complete",1986,96,
Isle of Man,1985,Total,February,Data tabulated by year of registration,"Final figure, complete",1986,91,
Isle of Man,1985,Total,March,Data tabulated by year of registration,"Final figure, complete",1986,105,
Isle of Man,1985,Total,April,Data tabulated by year of registration,"Final figure, complete",1986,116,
Isle of Man,1985,Total,May,Data tabulated by year of registration,"Final figure, complete",1986,71,
Isle of Man,1985,Total,June,Data tabulated by year of registration,"Final figure, complete",1986,64,
Isle of Man,1985,Total,July,Data tabulated by year of registration,"Final figure, complete",1986,81,
Isle of Man,1985,Total,August,Data tabulated by year of registration,"Final figure, complete",1986,91,
Isle of Man,1985,Total,September,Data tabulated by year of registration,"Final figure, complete",1986,80,
Isle of Man,1985,Total,October,Data tabulated by year of registration,"Final figure, complete",1986,66,
Isle of Man,1985,Total,November,Data tabulated by year of registration,"Final figure, complete",1986,85,
Isle of Man,1985,Total,December,Data tabulated by year of registration,"Final figure, complete",1986,99,
Isle of Man,1984,Total,Total,Data tabulated by year of registration,"Final figure, complete",1985,974,
Isle of Man,1984,Total,January,Data tabulated by year of registration,"Final figure, complete",1985,82,
Isle of Man,1984,Total,February,Data tabulated by year of registration,"Final figure, complete",1985,89,
Isle of Man,1984,Total,March,Data tabulated by year of registration,"Final figure, complete",1985,62,
Isle of Man,1984,Total,April,Data tabulated by year of registration,"Final figure, complete",1985,86,
Isle of Man,1984,Total,May,Data tabulated by year of registration,"Final figure, complete",1985,86,
Isle of Man,1984,Total,June,Data tabulated by year of registration,"Final figure, complete",1985,86,
Isle of Man,1984,Total,July,Data tabulated by year of registration,"Final figure, complete",1985,99,
Isle of Man,1984,Total,August,Data tabulated by year of registration,"Final figure, complete",1985,73,
Isle of Man,1984,Total,September,Data tabulated by year of registration,"Final figure, complete",1985,48,
Isle of Man,1984,Total,October,Data tabulated by year of registration,"Final figure, complete",1985,87,
Isle of Man,1984,Total,November,Data tabulated by year of registration,"Final figure, complete",1985,83,
Isle of Man,1984,Total,December,Data tabulated by year of registration,"Final figure, complete",1985,93,
Isle of Man,1983,Total,Total,Data tabulated by year of registration,"Final figure, complete",1984,943,
Isle of Man,1983,Total,January,Data tabulated by year of registration,"Final figure, complete",1984,84,
Isle of Man,1983,Total,February,Data tabulated by year of registration,"Final figure, complete",1984,77,
Isle of Man,1983,Total,March,Data tabulated by year of registration,"Final figure, complete",1984,99,
Isle of Man,1983,Total,April,Data tabulated by year of registration,"Final figure, complete",1984,77,
Isle of Man,1983,Total,May,Data tabulated by year of registration,"Final figure, complete",1984,85,
Isle of Man,1983,Total,June,Data tabulated by year of registration,"Final figure, complete",1984,82,
Isle of Man,1983,Total,July,Data tabulated by year of registration,"Final figure, complete",1984,58,
Isle of Man,1983,Total,August,Data tabulated by year of registration,"Final figure, complete",1984,75,
Isle of Man,1983,Total,September,Data tabulated by year of registration,"Final figure, complete",1984,76,
Isle of Man,1983,Total,October,Data tabulated by year of registration,"Final figure, complete",1984,72,
Isle of Man,1983,Total,November,Data tabulated by year of registration,"Final figure, complete",1984,68,
Isle of Man,1983,Total,December,Data tabulated by year of registration,"Final figure, complete",1984,90,
Isle of Man,1982,Total,Total,Data tabulated by year of registration,"Final figure, complete",1983,983,
Isle of Man,1982,Total,January,Data tabulated by year of registration,"Final figure, complete",1983,92,
Isle of Man,1982,Total,February,Data tabulated by year of registration,"Final figure, complete",1983,97,
Isle of Man,1982,Total,March,Data tabulated by year of registration,"Final figure, complete",1983,105,
Isle of Man,1982,Total,April,Data tabulated by year of registration,"Final figure, complete",1983,96,
Isle of Man,1982,Total,May,Data tabulated by year of registration,"Final figure, complete",1983,66,
Isle of Man,1982,Total,June,Data tabulated by year of registration,"Final figure, complete",1983,88,
Isle of Man,1982,Total,July,Data tabulated by year of registration,"Final figure, complete",1983,63,
Isle of Man,1982,Total,August,Data tabulated by year of registration,"Final figure, complete",1983,61,
Isle of Man,1982,Total,September,Data tabulated by year of registration,"Final figure, complete",1983,82,
Isle of Man,1982,Total,October,Data tabulated by year of registration,"Final figure, complete",1983,78,
Isle of Man,1982,Total,November,Data tabulated by year of registration,"Final figure, complete",1983,82,
Isle of Man,1982,Total,December,Data tabulated by year of registration,"Final figure, complete",1983,73,
Isle of Man,1981,Total,Total,Data tabulated by year of registration,"Final figure, complete",1982,979,
Isle of Man,1981,Total,January,Data tabulated by year of registration,"Final figure, complete",1982,95,
Isle of Man,1981,Total,February,Data tabulated by year of registration,"Final figure, complete",1982,61,
Isle of Man,1981,Total,March,Data tabulated by year of registration,"Final figure, complete",1982,86,
Isle of Man,1981,Total,April,Data tabulated by year of registration,"Final figure, complete",1982,84,
Isle of Man,1981,Total,May,Data tabulated by year of registration,"Final figure, complete",1982,72,
Isle of Man,1981,Total,June,Data tabulated by year of registration,"Final figure, complete",1982,80,
Isle of Man,1981,Total,July,Data tabulated by year of registration,"Final figure, complete",1982,84,
Isle of Man,1981,Total,August,Data tabulated by year of registration,"Final figure, complete",1982,76,
Isle of Man,1981,Total,September,Data tabulated by year of registration,"Final figure, complete",1982,80,
Isle of Man,1981,Total,October,Data tabulated by year of registration,"Final figure, complete",1982,85,
Isle of Man,1981,Total,November,Data tabulated by year of registration,"Final figure, complete",1982,83,
Isle of Man,1981,Total,December,Data tabulated by year of registration,"Final figure, complete",1982,93,
Isle of Man,1980,Total,Total,Data tabulated by year of registration,"Final figure, complete",1981,1015,
Isle of Man,1980,Total,January,Data tabulated by year of registration,"Final figure, complete",1981,90,
Isle of Man,1980,Total,February,Data tabulated by year of registration,"Final figure, complete",1981,87,
Isle of Man,1980,Total,March,Data tabulated by year of registration,"Final figure, complete",1981,93,
Isle of Man,1980,Total,April,Data tabulated by year of registration,"Final figure, complete",1981,96,
Isle of Man,1980,Total,May,Data tabulated by year of registration,"Final figure, complete",1981,91,
Isle of Man,1980,Total,June,Data tabulated by year of registration,"Final figure, complete",1981,64,
Isle of Man,1980,Total,July,Data tabulated by year of registration,"Final figure, complete",1981,85,
Isle of Man,1980,Total,August,Data tabulated by year of registration,"Final figure, complete",1981,73,
Isle of Man,1980,Total,September,Data tabulated by year of registration,"Final figure, complete",1981,87,
Isle of Man,1980,Total,October,Data tabulated by year of registration,"Final figure, complete",1981,78,
Isle of Man,1980,Total,November,Data tabulated by year of registration,"Final figure, complete",1981,84,
Isle of Man,1980,Total,December,Data tabulated by year of registration,"Final figure, complete",1981,87,
Israel,2019,Total,January,Data tabulated by year of occurrence,Provisional figure,2019,4802,26
Israel,2019,Total,February,Data tabulated by year of occurrence,Provisional figure,2019,4056,26
Israel,2019,Total,March,Data tabulated by year of occurrence,Provisional figure,2019,4313,26
Israel,2019,Total,April,Data tabulated by year of occurrence,Provisional figure,2019,3718,26
Israel,2019,Total,May,Data tabulated by year of occurrence,Provisional figure,2019,3646,26
Israel,2019,Total,June,Data tabulated by year of occurrence,Provisional figure,2019,3335,26
Israel,2019,Total,July,Data tabulated by year of occurrence,Provisional figure,2019,3428,26
Israel,2019,Total,August,Data tabulated by year of occurrence,Provisional figure,2019,3482,26
Israel,2019,Total,September,Data tabulated by year of occurrence,Provisional figure,2019,3297,26
Israel,2019,Total,October,Data tabulated by year of occurrence,Provisional figure,2019,3459,26
Israel,2018,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,44434,"26,27"
Israel,2018,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2019,4488,"26,27"
Israel,2018,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2019,3904,"26,27"
Israel,2018,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2019,3984,"26,27"
Israel,2018,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2019,3470,"26,27"
Israel,2018,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2019,3580,"26,27"
Israel,2018,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2019,3321,"26,27"
Israel,2018,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2019,3489,"26,27"
Israel,2018,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2019,3510,"26,27"
Israel,2018,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2019,3384,"26,27"
Israel,2018,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2019,3684,"26,27"
Israel,2018,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2019,3678,"26,27"
Israel,2018,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2019,3942,"26,27"
Israel,2017,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,44867,"26,27"
Israel,2017,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2019,4924,"26,27"
Israel,2017,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2019,4045,"26,27"
Israel,2017,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2019,4091,"26,27"
Israel,2017,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2019,3735,"26,27"
Israel,2017,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2019,3524,"26,27"
Israel,2017,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2019,3335,"26,27"
Israel,2017,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2019,3434,"26,27"
Israel,2017,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2019,3318,"26,27"
Israel,2017,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2019,3246,"26,27"
Israel,2017,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2019,3619,"26,27"
Israel,2017,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2019,3592,"26,27"
Israel,2017,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2019,4004,"26,27"
Israel,2016,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,44244,"26,27"
Israel,2016,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2019,4396,"26,27"
Israel,2016,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2019,4243,"26,27"
Israel,2016,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2019,3708,"26,27"
Israel,2016,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2019,3680,"26,27"
Israel,2016,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2019,3420,"26,27"
Israel,2016,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2019,3285,"26,27"
Israel,2016,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2019,3336,"26,27"
Israel,2016,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2019,3421,"26,27"
Israel,2016,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2019,3263,"26,27"
Israel,2016,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2019,3492,"26,27"
Israel,2016,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2019,3644,"26,27"
Israel,2016,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2019,4356,"26,27"
Israel,2015,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,44507,"26,27"
Israel,2015,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2018,4585,"26,27"
Israel,2015,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2018,4144,"26,27"
Israel,2015,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2018,4170,"26,27"
Israel,2015,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2018,3473,"26,27"
Israel,2015,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2018,3544,"26,27"
Israel,2015,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2018,3212,"26,27"
Israel,2015,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2018,3315,"26,27"
Israel,2015,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2018,3539,"26,27"
Israel,2015,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2018,3331,"26,27"
Israel,2015,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2018,3538,"26,27"
Israel,2015,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2018,3603,"26,27"
Israel,2015,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2018,4053,"26,27"
Israel,2014,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,42457,"26,27"
Israel,2014,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2017,4033,"26,27"
Israel,2014,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2017,3772,"26,27"
Israel,2014,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2017,4007,"26,27"
Israel,2014,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2017,3501,"26,27"
Israel,2014,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2017,3354,"26,27"
Israel,2014,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2017,3123,"26,27"
Israel,2014,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2017,3364,"26,27"
Israel,2014,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2017,3222,"26,27"
Israel,2014,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2017,3209,"26,27"
Israel,2014,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2017,3580,"26,27"
Israel,2014,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2017,3441,"26,27"
Israel,2014,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2017,3851,"26,27"
Israel,2013,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,41683,"26,27"
Israel,2013,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2016,4257,"26,27"
Israel,2013,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2016,3795,"26,27"
Israel,2013,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2016,3921,"26,27"
Israel,2013,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2016,3306,"26,27"
Israel,2013,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2016,3362,"26,27"
Israel,2013,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2016,3054,"26,27"
Israel,2013,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2016,3134,"26,27"
Israel,2013,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2016,3294,"26,27"
Israel,2013,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2016,3133,"26,27"
Israel,2013,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2016,3387,"26,27"
Israel,2013,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2016,3247,"26,27"
Israel,2013,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2016,3793,"26,27"
Israel,2012,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,42100,"26,27"
Israel,2012,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2015,4000,"26,27"
Israel,2012,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2015,4024,"26,27"
Israel,2012,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2015,4191,"26,27"
Israel,2012,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2015,3607,"26,27"
Israel,2012,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2015,3354,"26,27"
Israel,2012,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2015,3075,"26,27"
Israel,2012,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2015,3222,"26,27"
Israel,2012,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2015,3195,"26,27"
Israel,2012,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2015,3148,"26,27"
Israel,2012,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2015,3306,"26,27"
Israel,2012,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2015,3341,"26,27"
Israel,2012,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2015,3637,"26,27"
Israel,2011,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,40889,"26,27"
Israel,2011,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2014,4084,"26,27"
Israel,2011,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2014,3559,"26,27"
Israel,2011,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2014,3696,"26,27"
Israel,2011,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2014,3480,"26,27"
Israel,2011,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2014,3337,"26,27"
Israel,2011,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2014,3070,"26,27"
Israel,2011,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2014,3072,"26,27"
Israel,2011,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2014,3180,"26,27"
Israel,2011,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2014,3003,"26,27"
Israel,2011,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2014,3178,"26,27"
Israel,2011,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2014,3400,"26,27"
Israel,2011,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2014,3830,"26,27"
Israel,2010,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,39613,"26,27"
Israel,2010,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2013,3783,"26,27"
Israel,2010,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2013,3313,"26,27"
Israel,2010,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2013,3488,"26,27"
Israel,2010,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2013,3193,"26,27"
Israel,2010,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2013,3055,"26,27"
Israel,2010,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2013,2990,"26,27"
Israel,2010,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2013,3003,"26,27"
Israel,2010,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2013,3326,"26,27"
Israel,2010,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2013,3207,"26,27"
Israel,2010,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2013,3262,"26,27"
Israel,2010,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2013,3124,"26,27"
Israel,2010,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2013,3869,"26,27"
Israel,2009,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,38812,"26,27"
Israel,2009,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2012,3762,"26,27"
Israel,2009,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2012,3259,"26,27"
Israel,2009,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2012,3554,"26,27"
Israel,2009,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2012,3256,"26,27"
Israel,2009,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2012,3150,"26,27"
Israel,2009,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2012,2919,"26,27"
Israel,2009,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2012,3009,"26,27"
Israel,2009,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2012,3059,"26,27"
Israel,2009,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2012,2882,"26,27"
Israel,2009,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2012,3171,"26,27"
Israel,2009,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2012,3203,"26,27"
Israel,2009,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2012,3588,"26,27"
Israel,2008,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,39484,"26,27"
Israel,2008,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2011,3972,"26,27"
Israel,2008,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2011,3845,"26,27"
Israel,2008,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2011,3586,"26,27"
Israel,2008,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2011,3186,"26,27"
Israel,2008,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2011,3063,"26,27"
Israel,2008,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2011,2855,"26,27"
Israel,2008,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2011,3005,"26,27"
Israel,2008,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2011,3042,"26,27"
Israel,2008,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2011,3096,"26,27"
Israel,2008,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2011,3097,"26,27"
Israel,2008,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2011,3134,"26,27"
Israel,2008,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2011,3603,"26,27"
Israel,2007,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2009,40081,"26,27"
Israel,2007,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2009,4800,"26,27"
Israel,2007,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2009,3555,"26,27"
Israel,2007,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2009,3740,"26,27"
