"country_or_area","year","area","month","record_type","reliability","source_year","value","value_footnotes"
"Ukraine",2019,"Total","February","Data tabulated by year of registration","Provisional figure",2019,47891,"51"
"Ukraine",2019,"Total","March","Data tabulated by year of registration","Provisional figure",2019,49177,"51"
"Ukraine",2019,"Total","April","Data tabulated by year of registration","Provisional figure",2019,47879,"51"
"Ukraine",2019,"Total","May","Data tabulated by year of registration","Provisional figure",2019,53791,"51"
"Ukraine",2019,"Total","June","Data tabulated by year of registration","Provisional figure",2019,43396,"51"
"Ukraine",2019,"Total","July","Data tabulated by year of registration","Provisional figure",2019,47930,"51"
"Ukraine",2019,"Total","August","Data tabulated by year of registration","Provisional figure",2019,42359,"51"
"Ukraine",2019,"Total","September","Data tabulated by year of registration","Provisional figure",2019,41914,"51"
"Ukraine",2019,"Total","October","Data tabulated by year of registration","Provisional figure",2019,50245,"51"
"Ukraine",2019,"Total","November","Data tabulated by year of registration","Provisional figure",2019,46986,"51"
"United Kingdom of Great Britain and Northern Ireland",2018,"Total","Total","Data tabulated by year of registration","Provisional figure",2019,616015,"53"
"United Kingdom of Great Britain and Northern Ireland",2018,"Total","January - March","Data tabulated by year of registration","Provisional figure",2019,187376,"53"
"United Kingdom of Great Britain and Northern Ireland",2018,"Total","April - June","Data tabulated by year of registration","Provisional figure",2019,146234,"53"
"United Kingdom of Great Britain and Northern Ireland",2018,"Total","July - September","Data tabulated by year of registration","Provisional figure",2019,134152,"53"
"United Kingdom of Great Britain and Northern Ireland",2018,"Total","October - December","Data tabulated by year of registration","Provisional figure",2019,148253,"53"
"United States of America",2015,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2017,2712630,""
"United States of America",2015,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2017,265355,""
"United States of America",2015,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2017,227047,""
"United States of America",2015,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2017,242712,""
"United States of America",2015,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2017,224423,""
"United States of America",2015,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2017,223600,""
"United States of America",2015,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2017,211175,""
"United States of America",2015,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2017,216951,""
"United States of America",2015,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2017,214404,""
"United States of America",2015,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2017,209905,""
"United States of America",2015,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2017,223535,""
"United States of America",2015,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2017,219788,""
"United States of America",2015,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2017,233735,""
"United States Virgin Islands",2007,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2008,727,""
"United States Virgin Islands",2007,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2008,71,""
"United States Virgin Islands",2007,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2008,69,""
"United States Virgin Islands",2007,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2008,58,""
"United States Virgin Islands",2007,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2008,60,""
"United States Virgin Islands",2007,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2008,51,""
"United States Virgin Islands",2007,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2008,55,""
"United States Virgin Islands",2007,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2008,69,""
"United States Virgin Islands",2007,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2008,56,""
"United States Virgin Islands",2007,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2008,55,""
"United States Virgin Islands",2007,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2008,54,""
"United States Virgin Islands",2007,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2008,64,""
"United States Virgin Islands",2007,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2008,65,""
"Uruguay",2017,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2018,33173,""
"Uruguay",2017,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2018,2565,""
"Uruguay",2017,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2018,2265,""
"Uruguay",2017,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2018,2624,""
"Uruguay",2017,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2018,2507,""
"Uruguay",2017,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2018,2732,""
"Uruguay",2017,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2018,3403,""
"Uruguay",2017,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2018,3415,""
"Uruguay",2017,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2018,3048,""
"Uruguay",2017,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2018,2833,""
"Uruguay",2017,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2018,2678,""
"Uruguay",2017,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2018,2458,""
"Uruguay",2017,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2018,2645,""
"Uruguay",2017,"Total","Unknown","Data tabulated by year of occurrence","Final figure, complete",2018,0,""
"Uzbekistan",2019,"Total","Total","Data tabulated by year of registration","Provisional figure",2019,154959,""
"Uzbekistan",2019,"Total","January - March","Data tabulated by year of registration","Provisional figure",2019,38379,""
"Uzbekistan",2019,"Total","April - June","Data tabulated by year of registration","Provisional figure",2019,35854,""
"Uzbekistan",2019,"Total","July - September","Data tabulated by year of registration","Provisional figure",2019,37984,""
"Uzbekistan",2019,"Total","October - December","Data tabulated by year of registration","Provisional figure",2019,42742,""
"Venezuela (Bolivarian Republic of)",2017,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2019,190236,""
"Venezuela (Bolivarian Republic of)",2017,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2019,16646,""
"Venezuela (Bolivarian Republic of)",2017,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2019,14528,""
"Venezuela (Bolivarian Republic of)",2017,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2019,17110,""
"Venezuela (Bolivarian Republic of)",2017,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2019,14800,""
"Venezuela (Bolivarian Republic of)",2017,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2019,16322,""
"Venezuela (Bolivarian Republic of)",2017,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2019,15751,""
"Venezuela (Bolivarian Republic of)",2017,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2019,15489,""
"Venezuela (Bolivarian Republic of)",2017,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2019,16878,""
"Venezuela (Bolivarian Republic of)",2017,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2019,15692,""
"Venezuela (Bolivarian Republic of)",2017,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2019,16194,""
"Venezuela (Bolivarian Republic of)",2017,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2019,15714,""
"Venezuela (Bolivarian Republic of)",2017,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2019,15112,""
"Wallis and Futuna Islands",2008,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2011,90,""
"Wallis and Futuna Islands",2008,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2011,10,""
"Wallis and Futuna Islands",2008,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2011,11,""
"Wallis and Futuna Islands",2008,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2011,7,""
"Wallis and Futuna Islands",2008,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2011,7,""
"Wallis and Futuna Islands",2008,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2011,10,""
"Wallis and Futuna Islands",2008,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2011,5,""
"Wallis and Futuna Islands",2008,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2011,9,""
"Wallis and Futuna Islands",2008,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2011,4,""
"Wallis and Futuna Islands",2008,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2011,7,""
"Wallis and Futuna Islands",2008,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2011,12,""
"Wallis and Futuna Islands",2008,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2011,3,""
"Wallis and Futuna Islands",2008,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2011,5,""
